Word frequencies in bible.txt
word     frequency
amos : 1
sawyer : 2
brokered : 1
johnson : 4
taylor : 4
legitimacy : 1
tenuous : 1
samuel : 2
kanyon : 2
doe : 4
killed : 2
ndpl : 4
caine : 1
lap : 4
emmanuel : 3
koromah : 1
baccus : 1
matthews : 1
jackson : 1
wordsworthstevenson : 1
vos : 1
liberias : 1
expertise : 1
richly : 3
endowed : 3
scope : 2
threatens : 2
repatriation : 1
normal : 4
conjunction : 1
lateritesurfaced : 4
buchanan : 1
greenville : 1
harper : 1
owning : 1
monroviabased : 1
npfl : 1
sidra : 1
degrees : 4
minutes : 1
dustladen : 2
ghibli : 1
lasting : 1
surfacewater : 1
scheme : 2
aquifers : 2
libyans : 1
libyan : 6
pakistanis : 2
turks : 23
tunisians : 2
panafrica : 1
jamahiriya : 3
baladiyah : 3
baladiyat : 3
ajdabiya : 2
aziziyah : 2
fatih : 2
akhdar : 2
jufrah : 2
khums : 2
kufrah : 2
nuqat : 2
khams : 2
shati : 2
awbari : 2
zawiyah : 2
banghazi : 3
darnah : 2
ghadamis : 2
gharyan : 2
misratah : 3
murzuq : 2
sawfajjin : 2
surt : 2
tarabulus : 2
tarhunah : 2
tubruq : 2
yafran : 2
zlitan : 2
provision : 2
muammar : 1
minyar : 1
alqadhafi : 1
umar : 2
durda : 1
hierarchy : 4
resurrection : 1
bath : 5
memberships : 1
clandestinely : 1
socialistoriented : 1
practically : 1
fluctuate : 2
allocations : 1
libyantunisian : 1
libyanegyptian : 1
budgets : 1
trained : 1
technicians : 1
hike : 1
ld : 3
dirhams : 8
tobruk : 1
marsa : 1
burayqah : 1
ras : 4
lanuf : 1
microclimatic : 1
variations : 2
liechtensteiners : 1
alemannic : 2
commute : 1
horticulture : 1
vaduz : 4
gemeinden : 1
gemeinde : 1
balzers : 1
eschen : 1
gamprin : 1
mauren : 1
planken : 1
ruggell : 1
schaan : 1
schellenberg : 1
triesen : 1
triesenberg : 1
penal : 2
assumption : 2
reigning : 1
landtag : 1
obergericht : 1
hans : 6
alois : 1
und : 3
zu : 1
brunhart : 1
herbert : 4
wille : 1
hasler : 1
fbp : 2
emanuel : 1
vogt : 1
fw : 1
routine : 1
zurich : 5
accreditation : 1
collectors : 4
easy : 1
induced : 1
socalled : 4
offices : 10
incorporated : 2
solely : 1
specialty : 2
dental : 1
pottery : 1
precision : 4
franken : 8
franchi : 4
swf : 4
rappen : 2
byroads : 1
kaliningrad : 7
neman : 1
midriver : 1
lithuanians : 1
vilnius : 4
indpendence : 1
sent : 2
defenders : 1
procurator : 1
vytautas : 2
landsbergis : 2
bronius : 1
kuzmickas : 1
ceslovas : 1
stankevicius : 1
gediminas : 1
vagnorius : 1
algis : 1
dobrovolskas : 1
vytantas : 1
pakalniskis : 1
zigmas : 1
vaisvila : 1
fnu : 1
katilius : 1
algirdas : 1
mykolas : 1
brazauskas : 2
sauluis : 1
peceliunas : 1
irena : 1
ignataviciene : 1
humanism : 1
kazlauskas : 1
virgilijus : 1
cepaitis : 1
antanas : 1
terleckas : 1
vytautus : 1
radzvilas : 1
rimantas : 1
smetona : 1
aloizas : 1
sakalas : 1
sajudis : 2
stasys : 1
lozoraitis : 1
darryl : 1
mykolaicio : 1
putino : 1
striving : 1
segment : 2
lagged : 1
klaipeda : 2
assortment : 1
exporting : 5
scrutiny : 1
pressing : 1
voucher : 1
redirecting : 1
moment : 2
rubles : 8
survey : 2
freezers : 3
sugarbeets : 1
litas : 1
kaunas : 1
sw : 1
lw : 1
guardvolunteers : 1
slope : 3
moselle : 2
floodplain : 1
luxembourgers : 1
luxembourgisch : 1
duchy : 1
diekirch : 1
grevenmacher : 1
revisions : 1
celebration : 5
dukes : 1
deputes : 1
detat : 2
views : 1
superieure : 1
henri : 1
santer : 2
poos : 2
csv : 3
lsap : 3
colette : 1
flesch : 1
kpl : 3
hoffmann : 1
gap : 4
huss : 1
pac : 3
centrale : 10
paysanne : 1
shopkeepers : 1
alphonse : 4
berns : 1
rowell : 1
emmanuelservais : 1
familyowned : 1
compensated : 1
luxf : 2
cfl : 1
mertert : 1
tat : 1
directbroadcast : 1
causeway : 1
connect : 2
macanese : 3
macaus : 1
approval : 3
soares : 3
vasco : 2
joachim : 1
rocha : 2
defend : 1
study : 1
wealthy : 2
procommunist : 2
merchants : 2
acceded : 1
veto : 1
gambling : 2
fireworks : 1
spawned : 1
pataca : 2
patacas : 3
avos : 1
useable : 1
seaplane : 1
implies : 1
autumns : 2
snowfall : 2
suffers : 5
skopje : 1
kiro : 2
gligorov : 1
kljusev : 1
jovan : 1
andonov : 1
blaze : 1
ristovski : 1
bezir : 1
zuta : 1
sda : 2
branko : 2
crvenkovski : 1
prosperity : 2
nevzat : 1
halili : 1
iliaz : 1
halimi : 1
marf : 2
sojan : 1
andov : 1
imrodpmnu : 2
ljupco : 1
georgievski : 1
gligorev : 1
naresults : 1
yugoslavs : 2
socialists : 4
maak : 1
imrudemocratic : 1
unionliberal : 1
disintegrated : 1
breakaway : 2
bare : 1
reforged : 1
turmoil : 2
internally : 1
prevents : 1
swift : 2
readjustments : 1
patterns : 3
game : 3
fracturing : 1
macedonias : 2
geographical : 3
recognition : 3
commitment : 1
mulberry : 1
leaves : 7
cultivators : 1
intensive : 3
denar : 3
denars : 1
relays : 3
quartz : 2
malagasy : 15
malayoindonesian : 2
merina : 1
betsileo : 1
hand : 4
collectively : 1
termed : 1
cotiers : 1
betsimisaraka : 1
tsimihety : 1
antaisaka : 1
accurate : 1
assessment : 1
nonsalaried : 1
antananarivo : 5
faritanin : 1
antsiranana : 2
fianarantsoa : 1
mahajanga : 2
toamasina : 2
toliary : 1
haute : 1
didier : 3
ratsiraka : 3
rasanamazy : 1
arema : 4
akfm : 3
rakotovaoandriatiana : 1
independencerevival : 1
akfmr : 1
pastor : 1
andriamanjato : 1
vonjy : 4
marojama : 2
razanabahiny : 2
udecma : 1
norbert : 1
andriamorasata : 1
proletarian : 2
mfm : 3
manandafy : 2
rakotonirina : 2
monima : 3
monja : 2
jaona : 2
undd : 1
zafy : 1
mfmmft : 1
jerome : 1
pierrot : 1
jocelyn : 1
rajaonarivelo : 1
rainitovo : 1
antsahavola : 1
stressed : 1
protracted : 1
tanneries : 1
glassware : 1
wild : 2
fmg : 2
portions : 2
pangalanes : 1
toliara : 1
aeronaval : 1
nyasa : 5
elongated : 1
mozambican : 3
malawians : 1
malawian : 4
chewa : 1
nyanja : 1
tumbuko : 1
lomwe : 1
tonga : 43
ngoni : 1
ngonde : 1
practiced : 1
chichewa : 1
regionally : 1
unionized : 4
lilongwe : 4
blantyre : 1
chikwawa : 1
chiradzulu : 1
chitipa : 1
dedza : 1
dowa : 1
karonga : 1
kasungu : 1
machinga : 1
kasupe : 1
mangochi : 1
mchinji : 1
mulanje : 1
mwanza : 3
mzimba : 1
ntcheu : 1
nkhata : 2
nkhotakota : 1
nsanje : 1
ntchisi : 1
rumphi : 1
salima : 1
thyolo : 1
zomba : 1
nyasaland : 2
republished : 1
hastings : 1
kamuzu : 1
mcp : 5
wadson : 1
deleza : 1
tembo : 1
treasurer : 1
mbaya : 1
pistor : 1
significantly : 2
broadly : 1
inflows : 2
kwacha : 8
mk : 2
tambala : 1
shire : 1
chipoka : 1
monkey : 1
nkotakota : 1
beira : 2
nacala : 2
detachment : 2
pioneers : 1
peninsular : 12
sabah : 17
monsoons : 2
malaysians : 1
buddhists : 2
sarawak : 17
confucianist : 1
paramount : 5
ruler : 8
rulers : 2
melaka : 2
governors : 1
pulau : 2
pinang : 2
delegated : 3
lumpur : 4
negerinegeri : 1
negeri : 2
wilayahwilayah : 1
persekutuan : 3
wilayah : 3
johor : 1
kedah : 1
kelantan : 1
labuan : 1
sembilan : 1
pahang : 1
perak : 1
perlis : 1
selangor : 1
terengganu : 1
malaya : 1
parlimen : 1
azlan : 1
muhibbuddin : 1
ibni : 2
yusof : 1
izzudin : 1
jaafar : 1
mahathir : 2
mohamad : 2
ghafar : 1
baba : 3
baru : 2
umno : 2
mca : 2
ling : 1
liong : 1
sik : 1
gerakan : 1
datuk : 7
lim : 2
keng : 1
yaik : 1
mic : 1
samy : 1
vellu : 1
berjaya : 1
noor : 3
mansor : 1
bersatu : 2
pbs : 1
pairin : 1
kitingan : 1
organizaton : 1
usno : 1
pesaka : 1
bumiputra : 1
pbb : 1
patinggi : 1
amar : 3
taib : 1
mahmud : 4
supp : 1
wong : 2
soon : 1
snap : 1
parti : 1
bansa : 1
dayak : 1
pbds : 1
moggie : 1
dap : 2
kit : 1
siang : 1
panmalaysian : 1
pas : 2
fadzil : 1
majid : 1
tun : 1
razak : 1
fourteen : 1
fourteenpointed : 1
taiwanese : 3
semiconductor : 2
prudent : 1
fiscalmonetary : 1
subsist : 1
malaysias : 1
logging : 5
ringgit : 2
ringgits : 2
tanjong : 1
kidurong : 1
kota : 1
kinabalu : 1
kuching : 1
pasir : 1
gudang : 1
penang : 1
kelang : 1
sandakan : 1
tawau : 1
seacom : 1
scouts : 1
maldives : 32
coordinates : 2
coincides : 2
grouped : 2
maldivians : 2
maldivian : 1
homogenous : 1
admixture : 2
sinhalese : 4
austrolasian : 1
divehi : 1
sinhala : 4
aliff : 3
baa : 1
daalu : 3
faafu : 1
gaafu : 2
haa : 2
kaafu : 1
laamu : 1
laviyani : 1
meemu : 1
naviyani : 1
noonu : 1
raa : 1
seenu : 1
shaviyani : 1
thaa : 1
waavu : 1
maumoon : 2
gayoom : 2
didi : 1
centuries : 1
midhath : 1
hilmy : 1
woven : 1
mats : 1
coir : 2
rope : 2
rufiyaa : 4
rf : 4
laaris : 1
malians : 1
malian : 4
bambara : 2
sarakole : 1
peul : 1
voltaic : 1
songhai : 1
tuareg : 2
moor : 2
untm : 1
bamako : 4
gao : 1
kayes : 2
kidal : 1
koulikoro : 1
mopti : 1
segou : 1
sikasso : 1
tombouctou : 1
presented : 2
ctsp : 3
toumani : 1
toure : 2
soumana : 1
sako : 1
udpm : 4
ufd : 1
demba : 1
diallo : 2
moussa : 2
bala : 1
coulibaly : 1
sudanese : 8
unionafrican : 1
usrda : 1
mamadou : 4
keita : 1
adema : 1
konare : 1
idrissa : 1
traore : 3
pdj : 1
ba : 3
almany : 1
sylla : 1
pupm : 1
nock : 1
agattia : 1
hisboulah : 1
islamiya : 1
hamidou : 1
dramera : 1
ufp : 1
yacouba : 1
sidibe : 1
cnid : 1
mountaga : 1
tall : 2
kady : 1
drame : 1
sekene : 1
mody : 1
sissoko : 1
deposed : 1
instituted : 2
alhousseyni : 1
gelber : 1
rochester : 1
semidesert : 2
riverine : 1
dried : 6
senegals : 1
surete : 1
sicilian : 1
norman : 1
valletta : 6
censu : 1
tabone : 1
eddie : 1
fenech : 2
adami : 2
guido : 1
marco : 1
np : 13
mlp : 5
alfred : 1
ensure : 5
borg : 1
olivier : 1
puget : 1
sally : 2
novetzke : 1
anne : 4
floriana : 1
contributors : 4
yard : 5
liri : 2
lm : 2
marsaxlokk : 1
satisfies : 1
isle : 16
prevail : 1
scotland : 5
manxman : 1
manxwoman : 1
manx : 7
norseceltic : 1
friends : 1
patterned : 1
douglas : 5
tynwald : 2
laurence : 1
kerruish : 1
legs : 3
trinacria : 1
thigh : 2
knee : 2
toes : 2
pointing : 2
twosided : 2
ria : 1
offering : 3
highincome : 3
mainstays : 4
tweeds : 1
herring : 1
steam : 2
ramsey : 1
peel : 1
bikini : 3
eniwetok : 4
kwajalein : 5
typhoon : 4
seabed : 1
battleground : 2
missile : 5
marshallese : 4
universally : 1
malayopolynesian : 2
compact : 11
majuro : 6
adapted : 2
nitijela : 1
amata : 2
kabua : 3
kendall : 1
bodde : 1
radiating : 1
ranches : 2
exceed : 2
items : 8
embryonic : 1
cacao : 2
ebeye : 1
interconnected : 2
scenery : 1
disaster : 2
martiniquais : 3
africancaucasianindian : 1
fortdefrance : 5
roure : 1
udfrpr : 2
ppmfsmpcm : 2
ppm : 2
fsm : 1
alhed : 1
mariejeanne : 1
grs : 1
mim : 1
cstm : 1
pulvar : 1
frantz : 1
fanon : 1
blenac : 1
transfers : 2
mauritanians : 1
mauritanian : 4
maurblack : 1
maur : 2
hasaniya : 2
pular : 1
soninke : 1
bloodless : 1
taya : 5
nouakchott : 7
regionsregions : 1
assaba : 1
brakna : 1
dakhlet : 1
nouadhibou : 2
gorgol : 1
guidimaka : 1
hodh : 2
ech : 1
chargui : 1
gharbi : 1
inchiri : 1
tagant : 1
tiris : 1
zemmour : 1
trarza : 1
published : 4
latest : 1
maaouya : 2
ould : 17
sidahmed : 3
prds : 1
mohameden : 1
babah : 1
diop : 1
messoud : 1
boulkheir : 1
rdu : 1
rdun : 1
upsd : 1
mahmoud : 1
mah : 1
app : 1
taleb : 2
jiddou : 2
laghdaf : 1
pmr : 1
moulaye : 1
jeyid : 1
avantgarde : 1
pagn : 1
khattry : 1
pcdm : 1
badi : 1
upc : 2
eyaha : 1
pjd : 1
abdallahi : 1
bane : 1
equality : 1
plej : 1
ptun : 1
ouenina : 1
maabuya : 1
ainina : 1
cutbacks : 1
richest : 2
overexploitation : 1
endemic : 2
buildup : 1
mauritanias : 1
gum : 3
unrecorded : 2
numerically : 1
numberone : 1
ouguiya : 4
um : 2
khoums : 1
trails : 1
agalega : 3
cargados : 3
carajos : 3
brandon : 2
ukadministered : 2
mauritians : 1
mauritian : 7
indomauritian : 1
sinomauritian : 1
francomauritian : 1
bojpoori : 1
flacq : 1
moka : 1
pamplemousses : 1
plaines : 1
wilhems : 1
rempart : 1
savanne : 1
veerasamy : 1
ringadoo : 1
anerood : 1
jugnauth : 2
prem : 1
nababsing : 1
msm : 2
mmm : 2
berenger : 1
opr : 2
clair : 1
mtd : 2
anil : 1
baichoo : 1
navin : 1
ramgoolman : 1
sylvio : 1
pmsd : 1
duval : 1
msmmmm : 2
mlppmsd : 2
chitmansing : 1
jesseramsing : 1
penne : 1
percy : 1
korth : 1
rogers : 2
kennedy : 3
preferential : 2
nonelectrical : 1
maurs : 1
utilizing : 1
ravines : 1
comoro : 1
mahorais : 1
mahoran : 5
mahorian : 1
mamoutzou : 1
superieur : 2
coste : 1
youssouf : 1
bamana : 2
mpm : 3
younoussa : 1
prdm : 1
daroueche : 1
maoulida : 1
rmpr : 1
mansour : 1
kamardine : 1
dzaoudzi : 1
prolongation : 1
usmexico : 1
mexicans : 1
mexican : 11
indianspanish : 1
aguascalientes : 1
campeche : 1
chiapas : 1
chihuahua : 1
coahuila : 1
colima : 1
durango : 2
guanajuato : 1
guerrero : 3
jalisco : 1
michoacan : 1
morelos : 1
nayarit : 1
nuevo : 6
leon : 3
oaxaca : 2
puebla : 1
queretaro : 1
quintana : 1
roo : 1
sinaloa : 1
sonora : 1
tabasco : 1
tamaulipas : 1
tlaxcala : 1
veracruz : 3
yucatan : 2
zacatecas : 1
salinas : 2
gortari : 2
genaro : 1
borrego : 1
estrada : 1
alvarez : 1
indalecio : 1
sayago : 1
herrera : 3
cuauhtemoc : 2
cardenas : 2
solorzano : 2
cardenist : 1
pfcrn : 3
talamantes : 1
parm : 3
cantu : 1
rosas : 1
enforced : 1
fdn : 2
clouthier : 1
midyear : 5
pms : 1
ctm : 1
concamin : 1
concanaco : 1
cnc : 1
une : 2
prt : 3
croc : 1
crom : 1
coparmex : 1
canacintra : 1
coece : 1
petricioli : 1
iturbide : 1
denver : 1
paso : 1
austin : 2
brownsville : 1
calexico : 1
corpus : 1
pass : 5
fresno : 1
laredo : 4
mcallen : 1
nogales : 1
oxnard : 1
presidio : 1
sacramento : 1
bernardino : 2
negroponte : 1
paseo : 1
tx : 1
juarez : 2
guadalajara : 2
monterrey : 2
tijuana : 2
hermosillo : 2
matamoros : 3
mazatlan : 3
merida : 3
perched : 1
cactus : 4
snake : 1
beak : 2
mexicos : 2
debts : 1
outstripped : 1
emigrate : 1
acute : 1
engines : 1
spite : 4
usbound : 1
mex : 2
semipaved : 1
cobblestone : 1
acapulco : 3
coatzacoalcos : 1
ensenada : 1
guaymas : 1
manzanillo : 1
vallarta : 2
salina : 1
tampico : 2
terminals : 1
micronesia : 34
pohnpei : 7
truk : 6
yap : 5
kosrae : 6
outcroppings : 1
deepseabed : 2
micronesians : 2
kosraes : 1
pohnpeians : 1
trukese : 2
yapese : 2
latterday : 2
saints : 3
faith : 1
austronesian : 1
pohnpeian : 1
kosrean : 1
kolonia : 4
palikir : 1
chuuk : 1
bailey : 2
olter : 2
jacob : 2
nena : 2
ll : 1
vicepresident : 2
marehalau : 1
brazeal : 1
worth : 2
remoteness : 1
hinder : 3
spend : 1
impediments : 1
colonia : 2
okat : 1
easterly : 3
westnorthwest : 1
barbers : 1
inclusion : 2
moldova : 50
bessarabian : 1
bukovina : 2
moldovas : 3
transdnestr : 1
gagauz : 3
gradual : 4
moldovans : 1
moldovan : 9
moldavian : 1
churchgoers : 2
chisinau : 1
kishinev : 4
formulating : 1
documents : 2
valeriy : 3
muravsky : 1
constantin : 2
oboroc : 1
tampiza : 1
andrei : 1
sangheli : 1
mircea : 2
snegur : 2
muravskiy : 1
ian : 3
hadirca : 1
puscasu : 1
mihial : 1
plasichuk : 1
yuriy : 4
roshka : 1
unitateayedinstvo : 1
intermovement : 2
yakovlev : 1
rebirth : 4
zabunov : 1
bujak : 2
reality : 1
onestr : 1
boycott : 1
proceedings : 1
collectives : 1
uclc : 1
smirnov : 1
sdpm : 1
chiobataru : 1
ecology : 2
emm : 1
malarchuk : 1
cdlwm : 1
lari : 1
ncpm : 1
todike : 1
baraga : 1
niku : 1
khalky : 1
gkh : 1
gulgar : 1
gagauzia : 1
dpg : 1
savostin : 1
awpm : 1
pologov : 1
steers : 1
strada : 2
alexei : 1
mateevich : 1
seabeco : 1
claws : 1
nexttosmallest : 1
densely : 1
dimmed : 2
redefining : 1
shown : 2
sunflower : 3
hardsurfaced : 3
switching : 3
monacans : 1
monegasques : 1
monacan : 3
monegasque : 4
quarters : 2
quartiers : 1
quartier : 1
fontvieille : 1
condamine : 1
monacoville : 1
montecarlo : 1
grimaldi : 1
rainier : 1
ausseil : 1
mud : 2
psm : 1
honorary : 4
susan : 1
peytral : 1
situated : 1
resort : 1
highvalueadded : 1
nonpolluting : 1
thrives : 1
haven : 1
monacos : 1
valueadded : 2
collects : 2
rebates : 2
daily : 3
gobi : 1
wolfram : 1
harsh : 3
mongolians : 1
mongolian : 11
khalkha : 1
herdingagricultural : 1
ccmtu : 1
ulaanbaatar : 4
aymguud : 1
aymag : 1
hotuud : 1
arhangay : 1
bayanhongor : 1
bayanolgiy : 1
bulgan : 1
darhan : 1
dornod : 1
dornogovi : 1
dundgovi : 1
dzavhan : 1
erdenet : 1
govialtay : 1
hentiy : 1
hovd : 1
hovsgol : 1
omnogovi : 1
ovorhangay : 1
selenge : 1
suhbaatar : 1
tov : 1
uvs : 1
naadam : 1
observed : 1
hural : 6
rarely : 4
overturns : 1
verdicts : 1
punsalmaagiyn : 2
ochirbat : 2
radnaasumbereliyn : 1
gonchigdorj : 1
dashiyn : 1
byambasuren : 1
mprp : 4
budragchagiin : 1
dashyondon : 1
batbayar : 1
ts : 1
elbegdorj : 1
ganbold : 1
mdp : 2
batuul : 1
dul : 1
assembled : 1
luvsandorj : 1
dawagiv : 1
dowling : 1
co : 2
mongolias : 2
expanses : 1
unproductive : 1
constrained : 3
struggling : 1
attributable : 2
crumbling : 1
certainly : 1
dissolution : 4
hit : 3
shortfalls : 2
cashmere : 1
credits : 3
tughrik : 2
tughriks : 2
tug : 2
mongos : 1
repeat : 1
montserrat : 16
montserratians : 1
montserratian : 2
plymouth : 2
anthony : 3
saturday : 4
reuben : 2
meade : 2
npp : 5
tuitt : 1
bertrand : 1
osborne : 1
ind : 1
ruby : 1
bramble : 1
standing : 1
beside : 1
harp : 1
arm : 4
bags : 1
onions : 2
attempting : 5
unadministered : 2
plazas : 3
soberania : 3
ceuta : 8
melilla : 5
contests : 2
penon : 10
alhucemas : 5
velez : 5
gomera : 5
chafarinas : 5
unstable : 1
moroccans : 2
moroccan : 17
nonmoroccan : 1
diplomacy : 1
umt : 1
cdt : 1
rabat : 6
wilayas : 1
agadir : 2
hoceima : 1
azilal : 1
mellal : 1
slimane : 1
boulemane : 1
chaouen : 1
jadida : 1
kelaa : 1
srarhna : 1
er : 1
rachidia : 1
essaouira : 1
fes : 3
figuig : 1
guelmim : 1
ifrane : 1
kenitra : 2
khemisset : 1
khenifra : 1
khouribga : 1
laayoune : 1
larache : 1
marrakech : 4
meknes : 2
nador : 2
ouarzazate : 1
oujda : 2
rabatsale : 1
safi : 2
settat : 1
kacem : 1
tanger : 1
tantan : 1
taounate : 1
taroudannt : 1
tata : 1
taza : 1
tetouan : 2
tiznit : 1
iis : 1
accession : 2
nawab : 1
azzedine : 1
laraki : 1
istiqlal : 3
mhamed : 1
boucetta : 1
usfp : 2
mp : 2
rni : 2
osman : 1
pnd : 2
arsalane : 1
eljadidi : 1
uc : 1
maati : 1
bouabid : 1
postponed : 1
belkhayat : 1
vreeland : 1
pentacle : 1
solomons : 2
seal : 6
phosphoric : 1
rebound : 1
generous : 2
record : 4
harvest : 5
easier : 1
triggered : 1
credit : 3
rescheduled : 1
moroccos : 4
trafficking : 2
directed : 1
destined : 1
dirham : 6
dh : 6
jorf : 1
lasfar : 1
mohammedia : 1
tangier : 3
spanishcontrolled : 1
rebroadcast : 1
swaziland : 38
mozambicans : 1
euroafricans : 1
otm : 1
maputo : 6
cabo : 2
inhambane : 1
manica : 1
nampula : 1
niassa : 1
sofala : 1
tete : 1
zambezia : 1
joaquim : 2
chissano : 1
graca : 2
machungo : 1
frelimo : 3
palmo : 1
unamo : 1
monamo : 1
emerged : 2
hipolito : 1
townsend : 1
friedman : 1
kuanda : 1
rifle : 1
indeed : 2
disorders : 1
successive : 2
afloat : 2
continuation : 4
mere : 1
abysmally : 1
nonmetallic : 1
metical : 2
meticais : 2
malawinacala : 1
malawibeira : 1
zimbabwemaputo : 1
quadripoint : 3
disagreement : 3
walvis : 8
administer : 4
sidudu : 1
linyanti : 1
namib : 1
lithium : 2
cadmium : 3
suspected : 1
inhospitable : 1
namibians : 1
namibian : 1
ovambo : 1
kavangos : 1
afrikaans : 2
windhoek : 6
bethanien : 1
boesmanland : 1
caprivi : 1
oos : 2
damaraland : 1
gobabis : 1
grootfontein : 1
hereroland : 2
wes : 1
kaokoland : 1
karasburg : 1
karibib : 1
kavango : 1
keetmanshoop : 1
luderitz : 2
maltahohe : 1
mariental : 1
namaland : 1
okahandja : 1
omaruru : 1
otjiwarongo : 1
outjo : 1
owambo : 1
rehoboth : 1
swakopmund : 1
tsumeb : 1
nujoma : 3
swapo : 2
turnhalle : 1
dta : 2
dirk : 1
mudge : 1
justus : 1
garoeb : 1
acn : 2
kosie : 1
pretorius : 2
npf : 2
moses : 2
katjiuongua : 1
fcn : 2
diergaardt : 1
nnf : 2
vekuii : 1
rukoro : 1
ceca : 1
tuliameni : 1
kalomoh : 1
ave : 1
genta : 1
hawkins : 1
holmes : 1
ausplan : 1
lossen : 1
sunburst : 1
fills : 2
contrasted : 1
whiteedge : 1
extract : 1
nonfuel : 1
fifthlargest : 1
gemquality : 1
incurred : 1
meatpacking : 1
fulfilled : 1
reaching : 2
outlet : 2
wires : 1
monsoonal : 4
nauruans : 2
nauruan : 4
yaren : 2
aiwo : 1
anabar : 1
anetan : 1
anibare : 1
baiti : 1
boe : 1
buada : 1
denigomodu : 1
ewa : 1
ijuw : 1
meneng : 1
nibok : 1
uaboe : 1
dowiyogo : 2
relation : 2
rehabilitation : 3
mined : 2
invested : 2
cushion : 1
haul : 1
directorate : 1
grassland : 2
goat : 4
dense : 5
stands : 2
figlike : 1
transient : 1
fishermen : 2
arkansas : 2
terai : 5
scenic : 1
beauty : 1
newars : 1
tibetans : 1
gurungs : 1
magars : 1
tamangs : 1
bhotias : 1
rais : 1
limbus : 1
sherpas : 1
nepali : 2
nonofficially : 1
kathmandu : 3
anchal : 1
bagmati : 1
bheri : 1
dhawalagiri : 1
gandaki : 1
janakpur : 1
karnali : 1
kosi : 1
lumbini : 1
mahakali : 1
mechi : 1
narayani : 1
rapti : 1
sagarmatha : 1
seti : 1
prithyi : 1
narayan : 1
sarbochha : 1
adalat : 1
birendra : 1
bir : 2
bikram : 2
dev : 2
crowned : 1
dipendra : 1
girija : 2
prasad : 4
koirala : 2
ganesh : 1
krishna : 1
bhattarai : 1
partychand : 1
ndpchand : 3
lokinra : 1
bahadur : 2
chand : 1
partythapa : 1
ndpthapa : 3
surya : 1
thapa : 1
sadbhavana : 3
goodwill : 1
naryan : 1
nepalunited : 1
leninist : 1
cpnuml : 3
mohan : 1
adikhary : 1
upf : 4
prasai : 1
lila : 1
mani : 1
pokharel : 1
rohit : 3
bijukchhe : 1
cpn : 3
leftleaning : 1
antimonarchist : 1
yog : 1
upadhyaya : 1
chang : 1
bloch : 1
pani : 1
pokhari : 1
moon : 3
forty : 1
undernourished : 1
simplify : 1
starts : 1
cigarette : 1
carpet : 4
nr : 1
paisa : 2
nrs : 1
raxaul : 1
birganj : 1
polders : 1
dikes : 1
mouths : 1
maas : 1
meuse : 1
schelde : 1
dutchmanmen : 1
dutchwomanwomen : 1
hague : 2
drenthe : 1
flevoland : 1
friesland : 1
gelderland : 1
groningen : 1
noordbrabant : 1
noordholland : 1
overijssel : 1
utrecht : 1
zeeland : 1
zuidholland : 1
incorporating : 1
queens : 3
generaal : 1
eerste : 1
tweede : 1
hoge : 1
raad : 3
willemalexander : 1
ruud : 1
rudolph : 1
lubbers : 1
wim : 2
kok : 2
cda : 3
willem : 2
velzen : 1
pvda : 3
vvd : 3
joris : 1
voorhoeve : 1
mierio : 1
host : 1
nondenominational : 1
ikv : 1
interchurch : 1
johan : 1
hendrick : 1
meesman : 1
lange : 1
voorhout : 1
lighter : 1
felt : 2
oilrefining : 1
mechanized : 3
surpluses : 1
agroindustries : 1
amphetamines : 3
synethic : 1
guilder : 6
gulden : 12
guilders : 6
ns : 1
delfzijl : 1
den : 1
helder : 1
dordrecht : 1
eemshaven : 1
ijmuiden : 1
scheveningen : 1
terneuzen : 1
vlissingen : 1
dutchowned : 1
multiconductor : 2
supplemented : 2
bonaire : 11
eustatius : 8
ameliorated : 1
lie : 1
antilleans : 1
antillean : 5
spanishportuguesedutchenglish : 1
willemstad : 4
saleh : 1
liberiapeters : 3
upb : 2
rudy : 1
ellis : 1
pdb : 1
crestian : 1
domenico : 1
felip : 1
don : 1
martina : 1
fol : 1
wilson : 1
papa : 1
godett : 1
si : 6
hueck : 1
augustin : 2
diaz : 2
nos : 2
behilia : 1
wipm : 3
hassell : 1
simmonds : 3
dpste : 1
putten : 1
berkel : 1
dpstm : 1
wathey : 1
spa : 2
vance : 2
folsi : 1
dpst : 2
spm : 1
